Part Number,Package,Package,Core,Operating Frequency (MHz) (Processor speed),FLASH Size (Prog),Data0E2PROM0(B),Internal RAM Size,Timers (16 bit) typ,Timers (32 bit) typ,Other timer functions,A/D Converters (12-bit channels) default,A/D Converters (16-bit channels) default,D/A Converters  (12 bit),Comparator,I/Os (High Current),Display controller ,Integrated op-amps,I2C,SPI,I2S,CAN ,USB Type,USART ,UART,Additional Serial Interfaces,Parallel Interfaces ,Crypto-HASH ,TRNG,Supply Voltage (V) min,Supply Voltage (V) max,Supply Current (µA) (Lowest power mode) typ,Supply Current (µA) (Run mode (per Mhz)) typ,Operating Temperature (°C) min,Operating Temperature (°C) max,,,,,,,,,,,,,,
STM32L071VB,LQFP 100 14x14x1.4,Active,ARM Cortex-M0+,32,128,6144,20,7,-0,2xWDG,RTC,SysTick,16,-0,-0,2,-0,-0,2,2,1,-0,-0,4,1,-0,1.65,3.6,0.29,87,-40,105,85,,,,,,,,,,,,,,,
STM32L071KZ,LQFP 32 7x7x1.4;UFQFPN 32 5x5x0.55,Active,ARM Cortex-M0+,32,192,6144,20,7,-0,2xWDG,RTC,SysTick,10,-0,-0,2,-0,-0,2,2,1,-0,-0,4,1,-0,1.65,3.6,0.29,87,-40,125,85,,,,,,,,,,,,,,,
STM32L051T6,WLCSP 36L DIE 417 P 0.4 MM,Active,ARM Cortex-M0+,32,32,2048,8,5,-0,2xWDG,RTC,SysTick,10,-0,-0,2,-0,-0,2,1,-0,-0,-0,2,1,-0,1.65,3.6,0.29,87,-40,85,,,,,,,,,,,,,,,,
STM32L081KZ,LQFP 32 7x7x1.4;UFQFPN 32 5x5x0.55,Active,ARM Cortex-M0+,32,192,6144,20,7,-0,2xWDG,RTC,SysTick,10,-0,-0,2,-0,-0,2,2,1,-0,-0,4,1,-0,1.65,3.6,0.29,87,-40,85,,,,,,,,,,,,,,,,
STM32L071RB,LQFP 64 10x10x1.4;TFBGA 64 5x5x1.2,Active,ARM Cortex-M0+,32,128,6144,20,7,-0,2xWDG,RTC,SysTick,16,-0,-0,2,-0,-0,2,2,1,-0,-0,4,1,-0,1.65,3.6,0.29,87,-40,105,85,,,,,,,,,,,,,,,
STM32L011E3,WLCSP 25L DIE 457 P 0.4,Active,ARM Cortex-M0+,32,8,512,2,3,-0,2xWDG,RTC,SysTick,10,-0,-0,2,-0,-0,1,1,-0,-0,-0,1,1,-0,1.65,3.6,0.25,87,-40,85,,,,,,,,,,,,,,,,
STM32L031C6,LQFP 48 7x7x1.4,Active,ARM Cortex-M0+,32,32,1024,8,4,-0,2xWDG,RTC,SysTick,10,-0,-0,2,-0,-0,1,1,-0,-0,-0,1,1,-0,1.65,3.6,0.25,87,-40,105,85,,,,,,,,,,,,,,,
STM32L031G6,UFQFPN 28 4x4x0.55,Active,ARM Cortex-M0+,32,32,1024,8,4,-0,2xWDG,RTC,SysTick,10,-0,-0,2,-0,-0,1,1,-0,-0,-0,1,1,-0,1.65,3.6,0.25,87,-40,105,85,,,,,,,,,,,,,,,
STM32L071VZ,LQFP 100 14x14x1.4,Active,ARM Cortex-M0+,32,192,6144,20,7,-0,2xWDG,RTC,SysTick,16,-0,-0,2,-0,-0,2,2,1,-0,-0,4,1,-0,1.65,3.6,0.29,87,-40,105,85,,,,,,,,,,,,,,,
STM32L071CZ,LQFP 48 7x7x1.4;WLCSP 49L DIE 447 P 0.4 MM,Active,ARM Cortex-M0+,32,192,6144,20,7,-0,2xWDG,RTC,SysTick,13,-0,-0,2,-0,-0,2,2,1,-0,-0,4,1,-0,1.65,3.6,0.29,87,-40,105,85,,,,,,,,,,,,,,,
STM32L051T8,WLCSP 36L DIE 417 P 0.4 MM,Active,ARM Cortex-M0+,32,64,2048,8,5,-0,2xWDG,RTC,SysTick,10,-0,-0,2,-0,-0,2,2,1,-0,-0,2,1,-0,1.65,3.6,0.29,87,-40,105,85,,,,,,,,,,,,,,,
STM32L021F4,UFQFPN 20 3x3x0.6,Active,ARM Cortex-M0+,32,16,512,2,3,-0,2xWDG,RTC,SysTick,9,-0,-0,2,-0,-0,1,1,-0,-0,-0,1,1,-0,1.65,3.6,0.23,87,-40,105,85,,,,,,,,,,,,,,,
STM32L031C4,LQFP 48 7x7x1.4,Active,ARM Cortex-M0+,32,16,1024,8,4,-0,2xWDG,RTC,SysTick,10,-0,-0,2,-0,-0,1,1,-0,-0,-0,1,1,-0,1.65,3.6,0.25,87,-40,85,,,,,,,,,,,,,,,,
STM32L031F6,TSSOP 20,Active,ARM Cortex-M0+,32,32,1024,8,4,-0,2xWDG,RTC,SysTick,10,-0,-0,2,-0,-0,1,1,-0,-0,-0,1,1,-0,1.65,3.6,0.25,87,-40,105,85,,,,,,,,,,,,,,,
STM32L051K6,LQFP 32 7x7x1.4;UFQFPN 32 5x5x0.55,Active,ARM Cortex-M0+,32,32,2048,8,5,-0,2xWDG,RTC,SysTick,10,-0,-0,2,-0,-0,1,1,-0,-0,-0,2,-0,-0,1.65,3.6,0.29,87,-40,85,,,,,,,,,,,,,,,,
STM32L081CZ,LQFP 48 7x7x1.4,Active,ARM Cortex-M0+,32,192,6144,20,7,-0,2xWDG,RTC,SysTick,13,-0,-0,2,-0,-0,2,2,1,-0,-0,4,1,-0,1.65,3.6,0.29,87,-40,85,,,,,,,,,,,,,,,,
STM32L051R8,LQFP 64 10x10x1.4;TFBGA 64 5x5x1.2,Active,ARM Cortex-M0+,32,64,2048,8,5,-0,2xWDG,RTC,SysTick,16,-0,-0,2,-0,-0,2,2,1,-0,-0,2,1,-0,1.65,3.6,0.29,87,-40,105,85,,,,,,,,,,,,,,,
STM32L071C8,LQFP 48 7x7x1.4,Active,ARM Cortex-M0+,32,64,3072,20,5,-0,2xWDG,RTC,SysTick,13,-0,-0,2,-0,-0,3,2,1,-0,-0,4,1,-0,1.65,3.6,0.29,87,-40,105,85,,,,,,,,,,,,,,,
STM32L031K4,UFQFPN 32 5x5x0.55,Active,ARM Cortex-M0+,32,16,1024,8,4,-0,2xWDG,RTC,SysTick,10,-0,-0,2,-0,-0,1,1,-0,-0,-0,1,1,-0,1.65,3.6,0.25,87,-40,85,,,,,,,,,,,,,,,,
STM32L071K8,UFQFPN 32 5x5x0.55,Active,ARM Cortex-M0+,32,64,3072,20,5,-0,2xWDG,RTC,SysTick,10,-0,-0,2,-0,-0,3,2,1,-0,-0,4,1,-0,1.65,3.6,0.29,87,-40,125,85,,,,,,,,,,,,,,,
STM32L031F4,TSSOP 20,Active,ARM Cortex-M0+,32,16,1024,8,4,-0,2xWDG,RTC,SysTick,10,-0,-0,2,-0,-0,1,1,-0,-0,-0,1,1,-0,1.65,3.6,0.25,87,-40,105,125,85,,,,,,,,,,,,,,
STM32L011K3,UFQFPN 32 5x5x0.55,Active,ARM Cortex-M0+,32,8,512,2,3,-0,2xWDG,RTC,SysTick,10,-0,-0,2,-0,-0,1,1,-0,-0,-0,1,1,-0,1.65,3.6,0.25,87,-40,85,,,,,,,,,,,,,,,,
STM32L021D4,TSSOP 14,Active,ARM Cortex-M0+,32,16,512,2,3,-0,2xWDG,RTC,SysTick,4,-0,-0,2,-0,-0,1,1,-0,-0,-0,1,1,-0,1.65,3.6,0.23,87,-40,105,85,,,,,,,,,,,,,,,
STM32L041E6,LQFP 32 7x7x1.4;UFQFPN 32 5x5x0.55,Active,ARM Cortex-M0+,32,32,1024,8,4,-0,2xWDG,RTC,SysTick,10,-0,-0,2,-0,-0,1,1,-0,-0,-0,1,1,-0,1.65,3.6,0.25,87,-40,85,,,,,,,,,,,,,,,,
STM32L071KB,LQFP 48 7x7x1.4,Active,ARM Cortex-M0+,32,128,6144,20,7,-0,2xWDG,RTC,SysTick,10,-0,-0,2,-0,-0,3,2,1,-0,-0,4,1,-0,1.65,3.6,0.29,87,-40,125,85,,,,,,,,,,,,,,,
STM32L041C6,TSSOP 20;UFQFPN 20 3x3x0.6,Active,ARM Cortex-M0+,32,32,1024,8,4,-0,2xWDG,RTC,SysTick,10,-0,-0,2,-0,-0,1,1,-0,-0,-0,1,1,-0,1.65,3.6,0.25,87,-40,105,,,,,,,,,,,,,,,,
STM32L011F4,WLCSP 25L DIE 425,Active,ARM Cortex-M0+,32,16,512,2,3,-0,2xWDG,RTC,SysTick,9,-0,-0,2,-0,-0,1,1,-0,-0,-0,1,1,-0,1.65,3.6,0.25,87,-40,125,85,,,,,,,,,,,,,,,
STM32L031E4,TSSOP 14,Active,ARM Cortex-M0+,32,16,1024,8,4,-0,2xWDG,RTC,SysTick,10,-0,-0,2,-0,-0,1,1,-0,-0,-0,1,1,-0,1.65,3.6,0.25,87,-40,85,,,,,,,,,,,,,,,,
STM32L011D3,LQFP 48 7x7x1.4,Active,ARM Cortex-M0+,32,8,512,2,3,-0,2xWDG,RTC,SysTick,4,-0,-0,2,-0,-0,1,1,-0,-0,-0,1,1,-0,1.65,3.6,0.23,87,-40,85,,,,,,,,,,,,,,,,
STM32L051C8,LQFP 64 10x10x1.4;TFBGA 64 5x5x1.2,Active,ARM Cortex-M0+,32,64,2048,8,5,-0,2xWDG,RTC,SysTick,10,-0,-0,2,-0,-0,2,2,1,-0,-0,2,1,-0,1.65,3.6,0.29,87,-40,105,125,85,,,,,,,,,,,,,,
STM32L071RZ,LQFP 32 7x7x1.4,Active,ARM Cortex-M0+,32,192,6144,20,7,-0,2xWDG,RTC,SysTick,16,-0,-0,2,-0,-0,2,2,1,-0,-0,4,1,-0,1.65,3.6,0.29,87,-40,105,85,,,,,,,,,,,,,,,
STM32L021K4,UFQFPN 28 4x4x0.55,Active,ARM Cortex-M0+,32,16,512,2,3,-0,2xWDG,RTC,SysTick,10,-0,-0,2,-0,-0,1,1,-0,-0,-0,1,1,-0,1.65,3.6,0.23,87,-40,105,85,,,,,,,,,,,,,,,
STM32L031G4,UFQFPN 28 4x4x0.55,Active,ARM Cortex-M0+,32,16,1024,8,4,-0,2xWDG,RTC,SysTick,10,-0,-0,2,-0,-0,1,1,-0,-0,-0,1,1,-0,1.65,3.6,0.25,87,-40,85,,,,,,,,,,,,,,,,
STM32L041G6,LQFP 64 10x10x1.4;TFBGA 64 5x5x1.2,Active,ARM Cortex-M0+,32,32,1024,8,4,-0,2xWDG,RTC,SysTick,10,-0,-0,2,-0,-0,1,1,-0,-0,-0,1,1,-0,1.65,3.6,0.25,87,-40,105,,,,,,,,,,,,,,,,
STM32L051R6,LQFP 64 10x10x1.4;UFBGA 5X5X0.6 64L P 0.5 MM,Active,ARM Cortex-M0+,32,32,2048,8,5,-0,2xWDG,RTC,SysTick,16,-0,-0,2,-0,-0,2,2,1,-0,-0,2,1,-0,1.65,3.6,0.29,87,-40,85,,,,,,,,,,,,,,,,
STM32L072RZ,WLCSP 36L DIE 417 P 0.4 MM,Active,ARM Cortex-M0+,32,192,6144,20,7,-0,2xWDG,RTC,SysTick,16,-0,2,2,-0,-0,3,2,1,-0,USB Device,4,1,true,1.65,3.6,0.29,87,-40,85,,,,,,,,,,,,,,,,
STM32L052T6,LQFP 48 7x7x1.4,Active,ARM Cortex-M0+,32,32,2048,8,5,-0,2xWDG,RTC,SysTick,10,-0,1,2,-0,-0,2,1,-0,-0,USB Device,2,1,true,1.65,3.6,0.29,87,-40,85,,,,,,,,,,,,,,,,
STM32L052C8,LQFP 32 7x7x1.4;UFQFPN 32 5x5x0.55,Active,ARM Cortex-M0+,32,64,2048,8,5,-0,2xWDG,RTC,SysTick,10,-0,1,2,-0,-0,2,2,1,-0,USB Device,2,1,true,1.65,3.6,0.29,87,-40,105,85,,,,,,,,,,,,,,,
STM32L072CZ,LQFP 48 7x7x1.4;WLCSP 49L DIE 447 P 0.4 MM,Active,ARM Cortex-M0+,32,192,6144,20,7,-0,2xWDG,RTC,SysTick,13,-0,2,2,-0,-0,3,2,1,-0,USB Device,4,1,true,1.65,3.6,0.29,87,-40,85,,,,,,,,,,,,,,,,
STM32L082KZ,LQFP 48 7x7x1.4,Active,ARM Cortex-M0+,32,192,6144,20,7,-0,2xWDG,RTC,SysTick,10,-0,2,2,-0,-0,3,2,1,-0,USB Device,4,1,true,1.65,3.6,0.29,87,-40,85,,,,,,,,,,,,,,,,
STM32L072CB,LQFP 100 14x14x1.4;UFBGA 100 7x7x0.6,Active,ARM Cortex-M0+,32,128,6144,20,7,-0,2xWDG,RTC,SysTick,13,-0,2,2,-0,-0,3,2,1,-0,USB Device,4,1,true,1.65,3.6,0.29,87,-40,85,,,,,,,,,,,,,,,,
STM32L052C6,UFQFPN 32 5x5x0.55,Active,ARM Cortex-M0+,32,32,2048,8,5,-0,2xWDG,RTC,SysTick,10,-0,1,2,-0,-0,2,2,1,-0,USB Device,2,1,true,1.65,3.6,0.29,87,-40,85,,,,,,,,,,,,,,,,
STM32L072VZ,THIN WLCSP 36L DIE 417 P 0.4 MM;WLCSP 36L DIE 417 P 0.4 MM,Active,ARM Cortex-M0+,32,192,6144,20,7,-0,2xWDG,RTC,SysTick,16,-0,2,2,-0,-0,3,2,1,-0,USB Device,4,1,true,1.65,3.6,0.29,87,-40,85,,,,,,,,,,,,,,,,
STM32L072KB,LQFP 64 10x10x1.4;TFBGA 64 5x5x1.2,Active,ARM Cortex-M0+,32,128,6144,20,7,-0,2xWDG,RTC,SysTick,10,-0,2,2,-0,-0,3,2,1,-0,USB Device,4,1,true,1.65,3.6,0.29,87,-40,105,85,,,,,,,,,,,,,,,
STM32L052T8,LQFP 32 7x7x1.4;UFQFPN 32 5x5x0.55,Active,ARM Cortex-M0+,32,64,2048,8,5,-0,2xWDG,RTC,SysTick,10,-0,1,2,-0,-0,2,1,1,-0,USB Device,2,1,true,1.65,3.6,0.29,87,-40,105,85,,,,,,,,,,,,,,,
STM32L052R6,LQFP 100 14x14x1.4,Active,ARM Cortex-M0+,32,32,2048,8,5,-0,2xWDG,RTC,SysTick,16,-0,1,2,-0,-0,2,2,1,-0,USB Device,2,1,true,1.65,3.6,0.29,87,-40,85,,,,,,,,,,,,,,,,
STM32L062K8,LQFP 32 7x7x1.4;UFQFPN 32 5x5x0.55,Active,ARM Cortex-M0+,32,64,2048,8,5,-0,2xWDG,RTC,SysTick,10,-0,1,2,-0,-0,1,1,1,-0,USB Device,2,-0,true,1.65,3.6,0.29,87,-40,85,,,,,,,,,,,,,,,,
STM32L072VB,LQFP 32 7x7x1.4;UFQFPN 32 5x5x0.55,Active,ARM Cortex-M0+,32,128,6144,20,7,-0,2xWDG,RTC,SysTick,16,-0,2,2,-0,-0,3,2,1,-0,USB Device,4,1,true,1.65,3.6,0.29,87,-40,85,,,,,,,,,,,,,,,,
STM32L052K8,LQFP 64 10x10x1.4;UFBGA 5X5X0.6 64L P 0.5 MM,Active,ARM Cortex-M0+,32,64,2048,8,5,-0,2xWDG,RTC,SysTick,10,-0,1,2,-0,-0,1,1,1,-0,USB Device,2,1,true,1.65,3.6,0.29,87,-40,105,125,85,,,,,,,,,,,,,,
STM32L072KZ,LQFP 32 7x7x1.4;UFQFPN 32 5x5x0.55,Active,ARM Cortex-M0+,32,192,6144,20,7,-0,2xWDG,RTC,SysTick,10,-0,2,2,-0,-0,3,2,1,-0,USB Device,4,1,true,1.65,3.6,0.29,87,-40,85,,,,,,,,,,,,,,,,
STM32L072RB,LQFP 64 10x10x1.4;TFBGA 64 5x5x1.2,Active,ARM Cortex-M0+,32,128,6144,20,7,-0,2xWDG,RTC,SysTick,16,-0,2,2,-0,-0,3,2,1,-0,USB Device,4,1,true,1.65,3.6,0.29,87,-40,125,85,,,,,,,,,,,,,,,
STM32L052K6,LQFP 100 14x14x1.4,Active,ARM Cortex-M0+,32,32,2048,8,5,-0,2xWDG,RTC,SysTick,10,-0,1,2,-0,-0,1,1,1,-0,USB Device,2,-0,true,1.65,3.6,0.29,87,-40,85,,,,,,,,,,,,,,,,
STM32L052R8,UFQFPN 32 5x5x0.55,Active,ARM Cortex-M0+,32,64,2048,8,5,-0,2xWDG,RTC,SysTick,16,-0,1,2,-0,-0,2,2,1,-0,USB Device,2,1,true,1.65,3.6,0.29,87,-40,105,85,,,,,,,,,,,,,,,
STM32L072V8,LQFP 64 10x10x1.4;TFBGA 64 5x5x1.2,Active,ARM Cortex-M0+,32,64,3072,20,7,-0,2xWDG,RTC,SysTick,16,-0,2,2,-0,-0,3,2,1,-0,USB Device,4,1,true,1.65,3.6,0.29,87,-40,85,,,,,,,,,,,,,,,,
STM32L082CZ,LQFP 48 7x7x1.4,Active,ARM Cortex-M0+,32,192,6144,20,7,-0,2xWDG,RTC,SysTick,13,-0,2,2,-0,-0,3,2,1,-0,USB Device,4,1,true,1.65,3.6,0.29,87,-40,125,85,,,,,,,,,,,,,,,
STM32L073RB,LQFP 48 7x7x1.4,Active,ARM Cortex-M0+,32,128,6144,20,7,-0,2xWDG,RTC,SysTick,16,-0,2,2,LCD 4x32/8x28,-0,3,2,1,-0,USB Device,4,1,true,1.65,3.6,0.29,87,-40,85,,,,,,,,,,,,,,,,
STM32L053C6,LQFP 64 10x10x1.4;TFBGA 64 5x5x1.2;UFBGA 5X5X0.6 64L P 0.5 MM,Active,ARM Cortex-M0+,32,32,2048,8,5,-0,2xWDG,RTC,SysTick,10,-0,1,2,LCD 4x18,-0,2,2,1,-0,USB Device,2,1,true,1.65,3.6,0.29,87,-40,105,85,,,,,,,,,,,,,,,
STM32L083CZ,LQFP 64 10x10x1.4;TFBGA 64 5x5x1.2,Active,ARM Cortex-M0+,32,192,6144,20,7,-0,2xWDG,RTC,SysTick,10,-0,2,2,LCD 4x18,-0,3,2,1,-0,USB Device,4,1,true,1.65,3.6,0.29,87,-40,85,,,,,,,,,,,,,,,,
STM32L073RZ,LQFP 100 14x14x1.4;UFBGA 100 7x7x0.6,Active,ARM Cortex-M0+,32,192,6144,20,7,-0,2xWDG,RTC,SysTick,16,-0,2,2,LCD 4x32/8x28,-0,3,2,1,-0,USB Device,4,1,true,1.65,3.6,0.29,87,-40,125,85,,,,,,,,,,,,,,,
STM32L053R8,LQFP 100 14x14x1.4,Active,ARM Cortex-M0+,32,64,2048,8,5,-0,2xWDG,RTC,SysTick,16,-0,1,2,LCD 4x31/8x28,-0,2,2,1,-0,USB Device,2,1,true,1.65,3.6,0.29,87,-40,105,125,85,,,,,,,,,,,,,,
STM32L083VZ,LQFP 48 7x7x1.4,Active,ARM Cortex-M0+,32,192,6144,20,7,-0,2xWDG,RTC,SysTick,16,-0,2,2,LCD 4x52/8x48,-0,3,2,1,-0,USB Device,4,1,true,1.65,3.6,0.29,87,-40,85,,,,,,,,,,,,,,,,
STM32L073V8,TFBGA 64 5x5x1.2,Active,ARM Cortex-M0+,32,64,3072,20,7,-0,2xWDG,RTC,SysTick,16,-0,2,2,LCD 4x52/8x48,-0,3,2,1,-0,USB Device,4,1,true,1.65,3.6,0.29,87,-40,105,85,,,,,,,,,,,,,,,
STM32L073CB,LQFP 48 7x7x1.4,Active,ARM Cortex-M0+,32,128,6144,20,7,-0,2xWDG,RTC,SysTick,13,-0,2,2,LCD 4x18,-0,3,2,1,-0,USB Device,4,1,true,1.65,3.6,0.29,87,-40,85,,,,,,,,,,,,,,,,
STM32L083RB,LQFP 100 14x14x1.4,Active,ARM Cortex-M0+,32,128,6144,20,7,-0,2xWDG,RTC,SysTick,16,-0,2,2,LCD 4x32/8x28,-0,3,2,1,-0,USB Device,4,1,true,1.65,3.6,0.29,87,-40,85,,,,,,,,,,,,,,,,
STM32L073CZ,LQFP 48 7x7x1.4,Active,ARM Cortex-M0+,32,192,6144,20,7,-0,2xWDG,RTC,SysTick,13,-0,2,2,LCD 4x18,-0,3,2,1,-0,USB Device,4,1,true,1.65,3.6,0.29,87,-40,125,85,,,,,,,,,,,,,,,
STM32L083VB,LQFP 64 10x10x1.4;TFBGA 64 5x5x1.2,Active,ARM Cortex-M0+,32,128,6144,20,7,-0,2xWDG,RTC,SysTick,16,-0,2,2,LCD 4x52/8x48,-0,3,2,1,-0,USB Device,4,1,true,1.65,3.6,0.29,87,-40,85,,,,,,,,,,,,,,,,
STM32L063C8,LQFP 100 14x14x1.4;UFBGA 100 7x7x0.6,Active,ARM Cortex-M0+,32,64,2048,8,5,-0,2xWDG,RTC,SysTick,10,-0,1,2,LCD 4x18,-0,2,2,1,-0,USB Device,2,1,true,1.65,3.6,0.29,87,-40,85,,,,,,,,,,,,,,,,
STM32L083RZ,LQFP 64 10x10x1.4;TFBGA 64 5x5x1.2,Active,ARM Cortex-M0+,32,192,6144,20,7,-0,2xWDG,RTC,SysTick,16,-0,2,2,LCD 4x32/8x28,-0,3,2,1,-0,USB Device,4,1,true,1.65,3.6,0.29,87,-40,85,,,,,,,,,,,,,,,,
STM32L073VZ,LQFP 64 10x10x1.4,Active,ARM Cortex-M0+,32,192,6144,20,7,-0,2xWDG,RTC,SysTick,16,-0,2,2,LCD 4x52/8x48,-0,3,2,1,-0,USB Device,4,1,true,1.65,3.6,0.29,87,-40,125,85,,,,,,,,,,,,,,,
STM32L053R6,LQFP 100 14x14x1.4,Active,ARM Cortex-M0+,32,32,2048,8,5,-0,2xWDG,RTC,SysTick,16,-0,1,2,LCD 4x31/8x28,-0,2,2,1,-0,USB Device,2,1,true,1.65,3.6,0.29,87,-40,85,,,,,,,,,,,,,,,,
STM32L063R8,LQFP 48 7x7x1.4,Active,ARM Cortex-M0+,32,64,2048,8,5,-0,2xWDG,RTC,SysTick,16,-0,1,2,LCD 4x31/8x28,-0,2,2,1,-0,USB Device,2,1,true,1.65,3.6,0.29,87,-40,85,,,,,,,,,,,,,,,,
STM32L083V8,LQFP 100 14x14x1.4,Active,ARM Cortex-M0+,32,64,3072,20,7,-0,2xWDG,RTC,SysTick,16,-0,2,2,LCD 4x52/8x48,-0,3,2,1,-0,USB Device,4,1,true,1.65,3.6,0.29,87,-40,85,,,,,,,,,,,,,,,,
STM32L053C8,LQFP 48 7x7x1.4,Active,ARM Cortex-M0+,32,64,2048,8,5,-0,2xWDG,RTC,SysTick,10,-0,1,2,LCD 4x18,-0,2,2,1,-0,USB Device,2,1,true,1.65,3.6,0.29,87,-40,105,85,,,,,,,,,,,,,,,
STM32L073VB,UFQFPN 48 7x7x0.55,Active,ARM Cortex-M0+,32,128,6144,20,7,-0,2xWDG,RTC,SysTick,16,-0,2,2,LCD 4x52/8x48,-0,3,2,1,-0,USB Device,4,1,true,1.65,3.6,0.29,87,-40,105,85,,,,,,,,,,,,,,,
STM32L083CB,WLCSP 36L die 458 P 0.4 MM,Active,ARM Cortex-M0+,32,128,6144,20,7,-0,2xWDG,RTC,SysTick,10,-0,2,2,LCD 4x18,-0,3,2,1,-0,USB Device,4,1,true,1.65,3.6,0.29,87,-40,85,,,,,,,,,,,,,,,,
STM32F410C8,WLCSP 36L die 458 P 0.4 MM,Active,ARM Cortex-M4,100,64,0,32,5,1,24-bit downcounter,2xWDG,RTC,10,-0,1,-0,-0,-0,3,3,3,-0,-0,3,-0,-0,1.7,3.6,2.6,89,-40,85,,,,,,,,,,,,,,,,
STM32F410TB,LQFP 48 7x7x1.4;UFQFPN 48 7x7x0.55,Active,ARM Cortex-M4,100,128,0,32,5,1,24-bit downcounter,2xWDG,RTC,4,-0,1,-0,-0,-0,2,1,3,-0,-0,2,-0,-0,1.7,3.6,2.6,89,-40,105,125,85,,,,,,,,,,,,,,
STM32F410T8,LQFP 64 10x10x1.4,Active,ARM Cortex-M4,100,64,0,32,5,1,24-bit downcounter,2xWDG,RTC,4,-0,1,-0,-0,-0,2,1,3,-0,-0,2,-0,-0,1.7,3.6,2.6,89,-40,85,,,,,,,,,,,,,,,,
STM32F410CB,LQFP 64 10x10x1.4;UFBGA 5X5X0.6 64L P 0.5 MM,Active,ARM Cortex-M4,100,128,0,32,5,1,24-bit downcounter,2xWDG,RTC,10,-0,1,-0,-0,-0,3,3,3,-0,-0,3,-0,-0,1.7,3.6,2.6,89,-40,125,85,,,,,,,,,,,,,,,
STM32F410R8,LQFP 64 10x10x1.4,Active,ARM Cortex-M4,100,64,0,32,5,1,24-bit downcounter,2xWDG,RTC,16,-0,1,-0,-0,-0,3,3,3,-0,-0,3,-0,-0,1.7,3.6,2.6,89,-40,85,,,,,,,,,,,,,,,,
STM32F410RB,WLCSP 90 BALLS DIE 413 P 0.4 MM,Active,ARM Cortex-M4,100,128,0,32,5,1,24-bit downcounter,2xWDG,RTC,16,-0,1,-0,-0,-0,3,3,3,-0,-0,3,-0,-0,1.7,3.6,2.6,89,-40,105,125,85,,,,,,,,,,,,,,
STM32F405RG,LQFP 100 14x14x1.4,Active,ARM Cortex-M4,168,1024,0,192,12,2,2 x WDG,24-bit down counter,RTC,16,-0,2,-0,-0,-0,3,3,2,2,USB OTG FS + USB OTG FS/HS,4,2,true,1.8,3.6,1.7,215,-40,105,85,,,,,,,,,,,,,,,
STM32F405OG,WLCSP 90 BALLS DIE 413 P 0.4 MM,Active,ARM Cortex-M4,168,1024,0,192,12,2,2 x WDG,24-bit down counter,RTC,13,-0,2,-0,-0,-0,3,3,2,2,USB OTG FS + USB OTG FS/HS,4,2,true,1.8,3.6,1.7,215,-40,85,,,,,,,,,,,,,,,,
STM32F405VG,LQFP 64 10x10x1.4,Active,ARM Cortex-M4,168,1024,0,192,12,2,2 x WDG,24-bit down counter,RTC,16,-0,2,-0,-0,-0,3,3,2,2,USB OTG FS + USB OTG FS/HS,4,2,true,1.8,3.6,1.7,215,-40,105,85,,,,,,,,,,,,,,,
STM32F415OG,LQFP 144 20x20x1.4,Active,ARM Cortex-M4,168,1024,0,192,12,2,2 x WDG,24-bit down counter,RTC,13,-0,2,-0,-0,-0,3,3,2,2,USB OTG FS + USB OTG FS/HS,4,2,true,1.8,3.6,1.7,215,-40,85,,,,,,,,,,,,,,,,
STM32F415RG,WLCSP 90 BALLS DIE 413 P 0.4 MM,Active,ARM Cortex-M4,168,1024,0,192,12,2,2 x WDG,24-bit down counter,RTC,16,-0,2,-0,-0,-0,3,3,2,2,USB OTG FS + USB OTG FS/HS,4,2,true,1.8,3.6,1.7,215,-40,85,,,,,,,,,,,,,,,,
STM32F415ZG,LQFP 144 20x20x1.4,Active,ARM Cortex-M4,168,1024,0,192,12,2,2 x WDG,24-bit down counter,RTC,24,-0,2,-0,-0,-0,3,3,2,2,USB OTG FS + USB OTG FS/HS,4,2,true,1.8,3.6,1.7,215,-40,85,,,,,,,,,,,,,,,,
STM32F405OE,LQFP 100 14x14x1.4,Active,ARM Cortex-M4,168,512,0,192,12,2,2 x WDG,24-bit down counter,RTC,13,-0,2,-0,-0,-0,3,3,2,2,USB OTG FS + USB OTG FS/HS,4,2,true,1.8,3.6,1.7,215,-40,85,,,,,,,,,,,,,,,,
STM32F405ZG,LQFP 208 28x28x1.4,Active,ARM Cortex-M4,168,1024,0,192,12,2,2 x WDG,24-bit down counter,RTC,24,-0,2,-0,-0,-0,3,3,2,2,USB OTG FS + USB OTG FS/HS,4,2,true,1.8,3.6,1.7,215,-40,105,85,,,,,,,,,,,,,,,
STM32F415VG,LQFP 208 28x28x1.4,Active,ARM Cortex-M4,168,1024,0,192,12,2,2 x WDG,24-bit down counter,RTC,16,-0,2,-0,-0,-0,3,3,2,2,USB OTG FS + USB OTG FS/HS,4,2,true,1.8,3.6,1.7,215,-40,85,,,,,,,,,,,,,,,,
STM32F469BI,TFBGA 13X13X1.2 216L P 0.8 MM,Active,ARM Cortex-M4,180,2048,0,384,12,2,24-bit downcounter,2xWDG,RTC,24,-0,2,-0,LCD TFT Controller up to 1024x728,MIPI DSI,-0,3,6,2,2,USB OTG FS + USB OTG FS/HS,4,4,-0,1.7,3.6,140,282,-40,105,85,,,,,,,,,,,,,,
