Part Number,Package,Package,Core,Operating Frequency (MHz) (Processor speed),FLASH Size (Prog),Data0E2PROM0(B),Internal RAM Size,Timers (16 bit) typ,Timers (32 bit) typ,Other timer functions,A/D Converters (12-bit channels) default,A/D Converters (16-bit channels) default,D/A Converters  (12 bit),Comparator,I/Os (High Current),Display controller ,Integrated op-amps,I2C,SPI,I2S,CAN ,USB Type,USART ,UART,Additional Serial Interfaces,Parallel Interfaces ,Crypto-HASH ,TRNG,Supply Voltage (V) min,Supply Voltage (V) max,Supply Current (µA) (Lowest power mode) typ,Supply Current (µA) (Run mode (per Mhz)) typ,Operating Temperature (°C) min,Operating Temperature (°C) max,,,,,,,,,,,,,,,
STM32F302K6,Active,Active,ARM Cortex-M4,72,32,0,16,5,1,2xWDG,RTC,SysTick,8,-0,1,2,24,-0,1,3,2,2,1,USB Device,2,-0,-0,-0,-0,-0,2,3.6,1.4,353,-40,85,,,,,,,,,,,,,
STM32F302K8,Active,Active,ARM Cortex-M4,72,64,0,16,5,1,2xWDG,RTC,SysTick,8,-0,1,2,24,-0,1,3,2,2,1,USB Device,2,-0,-0,-0,-0,-0,2,3.6,1.4,349,-40,105,85,,,,,,,,,,,,
STM32F302R6,Active,Active,ARM Cortex-M4,72,32,0,16,5,1,2xWDG,RTC,SysTick,15,-0,1,3,51,-0,1,3,2,2,1,USB Device,3,-0,-0,-0,-0,-0,2,3.6,1.4,353,-40,85,,,,,,,,,,,,,
STM32F302R8,Active,Active,ARM Cortex-M4,72,64,0,16,5,1,2xWDG,RTC,SysTick,15,-0,1,3,51,-0,1,3,2,2,1,USB Device,3,-0,-0,-0,-0,-0,2,3.6,1.4,353,-40,105,85,,,,,,,,,,,,
STM32F302RB,Active,Active,ARM Cortex-M4,72,128,0,32,7,1,2xWDG,RTC,SysTick,16,-0,1,4,52,-0,2,2,3,2,1,USB Device,3,2,-0,-0,-0,-0,2,3.6,1.5,392,-40,105,85,,,,,,,,,,,,
STM32F302RE,Active,Active,ARM Cortex-M4,72,512,0,64,7,1,2xWDG,RTC,SysTick,16,-0,1,4,51,-0,2,3,4,2,1,USB Device,3,2,-0,-0,-0,-0,2,3.6,1.5,392,-40,105,85,,,,,,,,,,,,
STM32F302VB,Active,Active,ARM Cortex-M4,72,128,0,32,7,1,2 x WDG,RTC,SysTick,17,-0,1,4,87,-0,2,2,3,2,1,USB Device,3,2,-0,-0,-0,-0,2,3.6,1.5,392,-40,85,,,,,,,,,,,,,
STM32F302VC,Active,Active,ARM Cortex-M4,72,256,0,40,7,1,2xWDG,IR Timer,RTC,SysTick,17,-0,1,4,87,-0,2,2,3,2,1,USB Device,3,2,-0,-0,-0,-0,2,3.6,1.5,392,-40,105,85,,,,,,,,,,,
STM32F302VD,Active,Active,ARM Cortex-M4,72,384,0,64,7,1,2xWDG,RTC,SysTick,17,-0,1,4,86,-0,2,3,4,2,1,USB Device,3,2,-0,-0,-0,-0,2,3.6,1.5,392,-40,85,,,,,,,,,,,,,
STM32F302VE,Active,Active,ARM Cortex-M4,72,512,0,64,7,1,2xWDG,RTC,SysTick,17,-0,1,4,86,-0,2,3,4,2,1,USB Device,3,2,-0,-0,-0,-0,2,3.6,1.5,392,-40,85,,,,,,,,,,,,,
STM32F302ZD,Active,Active,ARM Cortex-M4,72,384,0,64,7,1,2xWDG,RTC,SysTick,18,-0,1,4,115,-0,2,3,4,2,1,USB Device,3,2,-0,-0,-0,-0,2,3.6,1.5,392,-40,85,,,,,,,,,,,,,
STM32F302ZE,Active,Active,ARM Cortex-M4,72,512,0,64,7,1,2xWDG,RTC,SysTick,18,-0,1,4,115,-0,2,3,4,2,1,USB Device,3,2,-0,-0,-0,-0,2,3.6,1.5,392,-40,105,85,,,,,,,,,,,,
STM32F303C6,Active,Active,ARM Cortex-M4,72,32,0,16,7,1,2xWDG,RTC,SysTick,15,-0,3,3,37,-0,1,1,1,-0,1,-0,3,-0,-0,-0,-0,-0,2,3.6,1.4,353,-40,85,,,,,,,,,,,,,
STM32F303CB,Active,Active,ARM Cortex-M4,72,128,0,40,9,1,2 x WDG,RTC,SysTick,15,-0,2,7,37,-0,4,2,3,2,1,USB Device,3,-0,-0,-0,-0,-0,2,3.6,1.5,392,-40,105,85,,,,,,,,,,,,
STM32F303CC,Active,Active,ARM Cortex-M4,72,256,0,48,9,1,2 x WDG,RTC,SysTick,15,-0,2,7,37,-0,4,2,3,2,1,USB Device,3,-0,-0,-0,-0,-0,2,3.6,1.5,392,-40,85,,,,,,,,,,,,,
STM32F303K6,Active,Active,ARM Cortex-M4,72,32,0,16,7,1,2xWDG,RTC,SysTick,9,-0,3,2,25,-0,1,1,1,-0,1,USB Device,2,-0,-0,-0,-0,-0,2,3.6,1.4,353,-40,85,,,,,,,,,,,,,
STM32F303K8,Active,Active,ARM Cortex-M4,72,64,0,16,7,1,2xWDG,RTC,SysTick,9,-0,3,2,25,-0,1,1,1,-0,1,USB Device,2,-0,-0,-0,-0,-0,2,3.6,1.4,353,-40,85,,,,,,,,,,,,,
STM32F303R6,Active,Active,ARM Cortex-M4,72,32,0,16,7,1,2xWDG,RTC,SysTick,21,-0,3,3,51,-0,1,1,1,-0,1,USB Device,3,-0,-0,-0,-0,-0,2,3.6,1.4,353,-40,85,,,,,,,,,,,,,
STM32F303R8,Active,Active,ARM Cortex-M4,72,64,0,16,7,1,2xWDG,RTC,SysTick,21,-0,3,3,51,-0,1,1,1,-0,1,USB Device,3,-0,-0,-0,-0,-0,2,3.6,1.4,353,-40,85,,,,,,,,,,,,,
STM32F303RB,Active,Active,ARM Cortex-M4,72,128,0,40,9,1,2xWDG,RTC,SysTick,22,-0,2,7,52,-0,4,2,3,2,1,USB Device,3,2,-0,-0,-0,-0,2,3.6,1.5,392,-40,105,85,,,,,,,,,,,,
STM32F303RC,Active,Active,ARM Cortex-M4,72,256,0,48,9,1,2xWDG,RTC,SysTick,22,-0,2,7,52,-0,4,2,3,2,1,USB Device,3,2,-0,-0,-0,-0,2,3.6,1.5,392,-40,105,85,,,,,,,,,,,,
STM32F303RD,Active,Active,ARM Cortex-M4,72,384,0,80,9,1,2xWDG,RTC,SysTick,22,-0,2,7,51,-0,4,3,4,2,1,USB Device,3,2,-0,-0,-0,-0,2,3.6,1.5,392,-40,85,,,,,,,,,,,,,
STM32F303RE,Active,Active,ARM Cortex-M4,72,512,0,80,9,1,2xWDG,RTC,SysTick,22,-0,2,7,51,-0,4,3,4,2,1,USB Device,3,2,-0,-0,-0,-0,2,3.6,2,450,-40,105,85,,,,,,,,,,,,
STM32F303VB,Active,Active,ARM Cortex-M4,72,128,0,40,9,1,2xWDG,RTC,SysTick,39,-0,2,7,87,-0,4,2,3,2,1,USB Device,3,2,-0,-0,-0,-0,2,3.6,1.5,392,-40,85,,,,,,,,,,,,,
STM32F303VC,Active,Active,ARM Cortex-M4,72,256,0,48,9,1,2 x WDG,RTC,SysTick,39,-0,2,7,87,-0,4,2,3,2,1,USB Device,3,2,-0,-0,-0,-0,2,3.6,1.5,392,-40,105,85,,,,,,,,,,,,
STM32F303VD,Active,Active,ARM Cortex-M4,72,384,0,80,10,1,2xWDG,RTC,SysTick,39,-0,2,7,86,-0,4,3,4,2,1,USB Device,3,2,-0,-0,-0,-0,2,3.6,1.5,392,-40,85,,,,,,,,,,,,,
STM32F303VE,Active,Active,ARM Cortex-M4,72,512,0,80,10,1,2xWDG,RTC,SysTick,39,-0,2,7,86,-0,4,3,4,2,1,USB Device,3,2,-0,FMC,-0,-0,2,3.6,1.5,392,-40,105,85,,,,,,,,,,,,
STM32F303ZD,Active,Active,ARM Cortex-M4,72,384,0,80,10,1,2xWDG,RTC,SysTick,40,-0,2,7,115,-0,4,3,4,2,1,USB Device,3,2,-0,-0,-0,-0,2,3.6,1.5,392,-40,85,,,,,,,,,,,,,
STM32F303ZE,Active,Active,ARM Cortex-M4,72,512,0,80,10,1,2xWDG,RTC,SysTick,40,-0,2,7,115,-0,4,3,4,2,1,USB Device,3,2,-0,-0,-0,-0,2,3.6,1.5,392,-40,105,85,,,,,,,,,,,,
STM32F318C8,Active,Active,ARM Cortex-M4,72,64,0,16,5,1,2xWDG,RTC,SysTick,11,-0,1,3,37,-0,1,3,2,2,1,-0,3,-0,-0,-0,-0,-0,1.65,1.95,4.2,350,-40,85,,,,,,,,,,,,,
STM32F318K8,Active,Active,ARM Cortex-M4,72,64,0,16,5,1,2xWDG,RTC,SysTick,8,-0,1,2,24,-0,1,3,2,2,1,-0,3,-0,-0,-0,-0,-0,1.65,1.95,4.2,350,-40,105,85,,,,,,,,,,,,
STM32F328C8,Active,Active,ARM Cortex-M4,72,64,0,16,7,1,2xWDG,RTC,SysTick,14,-0,3,3,37,-0,1,1,1,2,1,-0,3,-0,-0,-0,-0,-0,1.65,1.95,6.8,420,-40,85,,,,,,,,,,,,,
STM32F334C4,Active,Active,ARM Cortex-M4,72,16,0,16,7,1,2xWDG,RTC,SysTick,15,-0,3,3,37,-0,1,1,1,-0,1,-0,3,-0,-0,-0,-0,-0,2,3.6,1,420,-40,85,,,,,,,,,,,,,
STM32F334C6,Active,Active,ARM Cortex-M4,72,32,0,16,7,1,2xWDG,RTC,SysTick,hr timer (10x217ps),15,-0,3,3,37,-0,1,1,1,-0,1,-0,3,-0,-0,-0,-0,-0,2,3.6,1,420,-40,105,85,,,,,,,,,,,
STM32F334K4,Active,Active,ARM Cortex-M4,72,16,0,16,7,1,2xWDG,RTC,SysTick,9,-0,3,2,24,-0,1,1,1,-0,1,-0,2,-0,-0,-0,-0,-0,2,3.6,1,420,-40,85,,,,,,,,,,,,,
STM32F334K6,Active,Active,ARM Cortex-M4,72,32,0,16,7,1,2xWDG,RTC,SysTick,hr timer (10x217ps),9,-0,3,2,25,-0,1,1,1,-0,1,-0,2,-0,-0,-0,-0,-0,2,3.6,1,420,-40,85,,,,,,,,,,,,
STM32F334K8,Active,Active,ARM Cortex-M4,72,64,0,16,7,1,2xWDG,RTC,SysTick,hr timer (10x217ps),9,-0,3,2,25,-0,1,1,1,-0,1,-0,2,-0,-0,-0,-0,-0,2,3.6,1,420,-40,105,85,,,,,,,,,,,
STM32F334R6,Active,Active,ARM Cortex-M4,72,32,0,16,7,1,2xWDG,RTC,SysTick,hr timer (10x217ps),21,-0,3,3,51,-0,1,1,1,-0,1,-0,3,-0,-0,-0,-0,-0,2,3.6,1,420,-40,85,,,,,,,,,,,,
STM32F334R8,Active,Active,ARM Cortex-M4,72,64,0,16,7,1,2xWDG,RTC,SysTick,hr timer (10x217ps),21,-0,3,3,51,-0,1,1,1,-0,1,-0,3,-0,-0,-0,-0,-0,2,3.6,1,420,-40,105,85,,,,,,,,,,,
STM32F358CC,Active,Active,ARM Cortex-M4,72,256,0,48,9,1,2xWDG,RTC,SysTick,14,-0,2,7,36,-0,4,2,3,2,1,-0,3,2,-0,-0,-0,-0,1.65,1.95,7.4,368,-40,85,,,,,,,,,,,,,
STM32F358RC,Active,Active,ARM Cortex-M4,72,256,0,48,9,1,2xWDG,RTC,SysTick,21,-0,2,7,51,-0,4,2,3,2,1,-0,3,2,-0,-0,-0,-0,1.65,1.95,7.4,368,-40,85,,,,,,,,,,,,,
STM32F358VC,Active,Active,ARM Cortex-M4,72,256,0,48,9,1,2xWDG,RTC,SysTick,38,-0,2,7,86,-0,4,2,3,2,1,-0,3,2,-0,-0,-0,-0,1.65,1.95,7.4,368,-40,85,,,,,,,,,,,,,
STM32F373C8,NRND,NRND,ARM Cortex-M4,72,64,0,16,12,2,2 x WDG,RTC,SysTick,9,8,3,2,36,-0,-0,2,3,3,1,USB Device,3,-0,-0,-0,-0,-0,2,3.6,1.6,417,-40,85,,,,,,,,,,,,,
STM32F373CB,NRND,NRND,ARM Cortex-M4,72,128,0,24,12,2,2 x WDG,RTC,SysTick,9,8,3,2,36,-0,-0,2,3,3,1,USB Device,3,-0,-0,-0,-0,-0,2,3.6,1.6,417,-40,105,85,,,,,,,,,,,,
STM32F373CC,NRND,NRND,ARM Cortex-M4,72,256,0,32,12,2,2 x WDG,RTC,SysTick,9,8,3,2,36,-0,-0,2,3,3,1,USB Device,3,-0,-0,-0,-0,-0,2,3.6,1.6,417,-40,105,85,,,,,,,,,,,,
STM32F373R8,NRND,NRND,ARM Cortex-M4,72,64,0,16,12,2,2 x WDG,RTC,SysTick,16,8,3,2,52,-0,-0,2,3,3,1,USB Device,3,-0,-0,-0,-0,-0,2,3.6,1.6,417,-40,85,,,,,,,,,,,,,
STM32F373RB,NRND,NRND,ARM Cortex-M4,72,128,0,24,12,2,2 x WDG,RTC,SysTick,16,8,3,2,52,-0,-0,2,3,3,1,USB Device,3,-0,-0,-0,-0,-0,2,3.6,1.6,417,-40,85,,,,,,,,,,,,,
STM32F373RC,NRND,NRND,ARM Cortex-M4,72,256,0,32,12,2,2 x WDG,RTC,SysTick,16,8,3,2,52,-0,-0,2,3,3,1,USB Device,3,-0,-0,-0,-0,-0,2,3.6,1.6,417,-40,85,,,,,,,,,,,,,
STM32F373V8,NRND,NRND,ARM Cortex-M4,72,64,0,16,12,2,2 x WDG,RTC,SysTick,16,21,3,2,84,-0,-0,2,3,3,1,USB Device,3,-0,-0,-0,-0,-0,2,3.6,1.6,417,-40,85,,,,,,,,,,,,,
STM32F373VB,NRND,NRND,ARM Cortex-M4,72,128,0,24,12,2,2 x WDG,RTC,SysTick,16,21,3,2,84,-0,-0,2,3,3,1,USB Device,3,-0,-0,-0,-0,-0,2,3.6,1.6,417,-40,105,85,,,,,,,,,,,,
STM32F373VC,NRND,NRND,ARM Cortex-M4,72,256,0,32,12,2,2 x WDG,RTC,SysTick,16,21,3,2,84,-0,-0,2,3,3,1,USB Device,3,-0,-0,-0,-0,-0,2,3.6,1.6,417,-40,105,85,,,,,,,,,,,,
STM32F378CC,NRND,NRND,ARM Cortex-M4,72,256,0,32,9,2,2xWDG,RTC,SysTick,9,8,3,2,36,-0,-0,2,3,3,1,-0,3,-0,-0,-0,-0,-0,1.65,1.95,5.9,430,-40,85,,,,,,,,,,,,,
STM32F378RC,NRND,NRND,ARM Cortex-M4,72,256,0,32,12,2,2xWDG,RTC,SysTick,16,8,3,2,52,-0,-0,2,3,3,1,-0,3,-0,-0,-0,-0,-0,1.65,1.95,5.9,394,-40,85,,,,,,,,,,,,,
STM32F398VE,NRND,NRND,ARM Cortex-M4,72,512,0,80,10,1,2xWDG,RTC,SysTick,38,-0,2,7,86,-0,4,3,4,2,1,-0,3,2,-0,-0,-0,-0,1.65,1.95,9.8,392,-40,85,,,,,,,,,,,,,
STM32F030C6,NRND,NRND,ARM Cortex-M0,48,32,0,4,5,-0,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,39,-0,-0,1,1,-0,-0,-0,1,-0,-0,-0,-0,-0,2.4,3.6,3.4,250,-40,85,,,,,,,,,,,,,
STM32F030C8,NRND,NRND,ARM Cortex-M0,48,64,0,8,7,-0,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,39,-0,-0,2,2,-0,-0,-0,2,-0,-0,-0,-0,-0,2.4,3.6,3.4,250,-40,85,,,,,,,,,,,,,
STM32F030CC,NRND,NRND,ARM Cortex-M0,48,256,0,32,8,-0,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,38,-0,-0,2,2,-0,-0,-0,6,-0,-0,-0,-0,-0,2.4,3.6,1.8,306,-40,85,,,,,,,,,,,,,
STM32F030F4,NRND,NRND,ARM Cortex-M0,48,16,0,4,5,-0,24-bit downcounter,2xWDG,RTC,9,-0,-0,-0,15,-0,-0,1,1,-0,-0,-0,1,-0,-0,-0,-0,-0,2.4,3.6,3.4,250,-40,85,,,,,,,,,,,,,
STM32F030K6,NRND,NRND,ARM Cortex-M0,48,32,0,4,5,-0,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,26,-0,-0,1,1,-0,-0,-0,1,-0,-0,-0,-0,-0,2.4,3.6,3.4,250,-40,85,,,,,,,,,,,,,
STM32F030R8,NRND,NRND,ARM Cortex-M0,48,64,0,8,7,-0,24-bit downcounter,2xWDG,RTC,16,-0,-0,-0,55,-0,-0,2,2,-0,-0,-0,2,-0,-0,-0,-0,-0,2.4,3.6,3.4,250,-40,85,,,,,,,,,,,,,
STM32F030RC,NRND,NRND,ARM Cortex-M0,48,256,0,32,8,-0,24-bit downcounter,2xWDG,RTC,16,-0,-0,-0,52,-0,-0,2,2,-0,-0,-0,6,-0,-0,-0,-0,-0,2.4,3.6,1.8,306,-40,85,,,,,,,,,,,,,
STM32F031C4,NRND,NRND,ARM Cortex-M0,48,16,0,4,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,39,-0,-0,1,1,1,-0,-0,1,-0,-0,-0,-0,-0,2,3.6,1.7,250,-40,85,,,,,,,,,,,,,
STM32F031C6,NRND,NRND,ARM Cortex-M0,48,32,0,4,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,39,-0,-0,1,1,1,-0,-0,1,-0,-0,-0,-0,-0,2,3.6,1.7,250,-40,105,85,,,,,,,,,,,,
STM32F031E6,NRND,NRND,ARM Cortex-M0,48,32,0,4,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,20,-0,-0,1,1,1,-0,-0,1,-0,-0,-0,-0,-0,2,3.6,1.7,250,-40,85,,,,,,,,,,,,,
STM32F031F4,NRND,NRND,ARM Cortex-M0,48,16,0,4,5,1,24-bit downcounter,2xWDG,RTC,9,-0,-0,-0,15,-0,-0,1,1,1,-0,-0,1,-0,-0,-0,-0,-0,2,3.6,1.7,250,-40,105,85,,,,,,,,,,,,
STM32F031F6,NRND,NRND,ARM Cortex-M0,48,32,0,4,5,1,24-bit downcounter,2xWDG,RTC,9,-0,-0,-0,15,-0,-0,1,1,1,-0,-0,1,-0,-0,-0,-0,-0,2,3.6,1.7,250,-40,105,85,,,,,,,,,,,,
STM32F031G4,NRND,NRND,ARM Cortex-M0,48,16,0,4,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,23,-0,-0,1,1,1,-0,-0,1,-0,-0,-0,-0,-0,2,3.6,1.7,250,-40,105,85,,,,,,,,,,,,
STM32F031G6,Active,Active,ARM Cortex-M0,48,32,0,4,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,23,-0,-0,1,1,1,-0,-0,1,-0,-0,-0,-0,-0,2,3.6,1.7,250,-40,105,85,,,,,,,,,,,,
STM32F031K4,Active,Active,ARM Cortex-M0,48,16,0,4,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,27,-0,-0,1,1,1,-0,-0,1,-0,-0,-0,-0,-0,2,3.6,1.7,250,-40,85,,,,,,,,,,,,,
STM32F031K6,Active,Active,ARM Cortex-M0,48,32,0,4,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,27,-0,-0,1,1,1,-0,-0,1,-0,-0,-0,-0,-0,2,3.6,1.7,250,-40,105,85,,,,,,,,,,,,
STM32F038C6,Active,Active,ARM Cortex-M0,48,32,0,4,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,38,-0,-0,1,1,1,-0,-0,1,-0,-0,-0,-0,-0,1.65,1.95,1.7,250,-40,105,85,,,,,,,,,,,,
STM32F038E6,Active,Active,ARM Cortex-M0,48,32,0,4,5,1,24-bit downcounter,2xWDG,RTC,9,-0,-0,-0,20,-0,-0,1,1,1,-0,-0,1,-0,-0,-0,-0,-0,1.65,1.95,1.7,250,-40,85,,,,,,,,,,,,,
STM32F038F6,Active,Active,ARM Cortex-M0,48,32,0,4,5,1,24-bit downcounter,2xWDG,RTC,8,-0,-0,-0,14,-0,-0,1,1,1,-0,-0,1,-0,-0,-0,-0,-0,1.65,1.95,1.7,250,-40,85,,,,,,,,,,,,,
STM32F038G6,Active,Active,ARM Cortex-M0,48,32,0,4,5,1,24-bit downcounter,2xWDG,RTC,9,-0,-0,-0,22,-0,-0,1,1,1,-0,-0,1,-0,-0,-0,-0,-0,1.65,1.95,1.7,250,-40,85,,,,,,,,,,,,,
STM32F038K6,Active,Active,ARM Cortex-M0,48,32,0,4,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,26,-0,-0,1,1,1,-0,-0,1,-0,-0,-0,-0,-0,1.65,1.95,1.7,250,-40,85,,,,,,,,,,,,,
STM32F042C4,Active,Active,ARM Cortex-M0,48,16,0,6,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,38,-0,-0,1,2,1,1,USB Device,2,-0,HDMI CEC,-0,-0,-0,2,3.6,1.7,250,-40,85,,,,,,,,,,,,,
STM32F042C6,Active,Active,ARM Cortex-M0,48,32,0,6,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,38,-0,-0,1,2,1,1,USB Device,2,-0,HDMI CEC,-0,-0,-0,2,3.6,1.7,250,-40,105,85,,,,,,,,,,,,
STM32F042F4,Active,Active,ARM Cortex-M0,48,16,0,6,5,1,24-bit downcounter,2xWDG,RTC,9,-0,-0,-0,16,-0,-0,1,1,1,1,USB Device,2,-0,HDMI CEC,-0,-0,-0,2,3.6,1.7,250,-40,85,,,,,,,,,,,,,
STM32F042F6,Active,Active,ARM Cortex-M0,48,32,0,6,5,1,24-bit downcounter,2xWDG,RTC,9,-0,-0,-0,16,-0,-0,1,1,1,1,USB Device,2,-0,HDMI CEC,-0,-0,-0,2,3.6,1.7,250,-40,105,85,,,,,,,,,,,,
STM32F042G4,Active,Active,ARM Cortex-M0,48,16,0,6,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,24,-0,-0,1,1,1,1,USB Device,2,-0,HDMI CEC,-0,-0,-0,2,3.6,1.7,250,-40,85,,,,,,,,,,,,,
STM32F042G6,Active,Active,ARM Cortex-M0,48,32,0,6,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,24,-0,-0,1,1,1,1,USB Device,2,-0,HDMI CEC,-0,-0,-0,2,3.6,1.7,250,-40,85,,,,,,,,,,,,,
STM32F042K4,Active,Active,ARM Cortex-M0,48,16,0,6,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,28,-0,-0,1,1,1,1,USB Device,2,-0,HDMI CEC,-0,-0,-0,2,3.6,1.7,250,-40,85,,,,,,,,,,,,,
STM32F042K6,Active,Active,ARM Cortex-M0,48,32,0,6,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,28,-0,-0,1,1,1,1,USB Device,2,-0,HDMI CEC,-0,-0,-0,2,3.6,1.7,250,-40,105,85,,,,,,,,,,,,
STM32F042T6,Active,Active,ARM Cortex-M0,48,32,0,6,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,30,-0,-0,1,1,1,1,USB Device,2,-0,HDMI CEC,-0,-0,-0,2,3.6,1.7,250,-40,85,,,,,,,,,,,,,
STM32F048C6,Active,Active,ARM Cortex-M0,48,32,0,6,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,38,-0,-0,1,2,1,1,USB Device,2,-0,HDMI CEC,-0,-0,-0,1.65,1.95,1.7,250,-40,85,,,,,,,,,,,,,
STM32F048G6,Active,Active,ARM Cortex-M0,48,32,0,6,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,24,-0,-0,1,1,1,1,USB Device,2,-0,HDMI CEC,-0,-0,-0,1.65,1.95,1.7,250,-40,85,,,,,,,,,,,,,
STM32F048T6,Active,Active,ARM Cortex-M0,48,32,0,6,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,30,-0,-0,1,1,1,1,USB Device,2,-0,HDMI CEC,-0,-0,-0,1.65,1.95,1.7,250,-40,85,,,,,,,,,,,,,
STM32F051C4,Active,Active,ARM Cortex-M0,48,16,0,8,7,1,24-bit downcounter,2xWDG,RTC,10,-0,1,2,39,-0,-0,1,1,1,-0,-0,1,-0,HDMI CEC,-0,-0,-0,2,3.6,1.7,250,-40,85,,,,,,,,,,,,,
STM32F051C6,Active,Active,ARM Cortex-M0,48,32,0,8,7,1,24-bit downcounter,2xWDG,RTC,10,-0,1,2,39,-0,-0,1,1,1,-0,-0,2,-0,HDMI CEC,-0,-0,-0,2,3.6,1.7,250,-40,105,85,,,,,,,,,,,,
STM32F051C8,Active,Active,ARM Cortex-M0,48,64,0,8,7,1,24-bit downcounter,2xWDG,RTC,10,-0,1,2,39,-0,-0,2,2,1,-0,-0,2,-0,HDMI CEC,-0,-0,-0,2,3.6,1.7,250,-40,105,85,,,,,,,,,,,,
STM32F051K4,Active,Active,ARM Cortex-M0,48,16,0,8,7,1,24-bit downcounter,2xWDG,RTC,10,-0,1,2,27,-0,-0,1,1,1,-0,-0,1,-0,HDMI CEC,-0,-0,-0,2,3.6,1.7,250,-40,105,85,,,,,,,,,,,,
STM32F051K6,Active,Active,ARM Cortex-M0,48,32,0,8,7,1,24-bit downcounter,2xWDG,RTC,10,-0,1,2,27,-0,-0,1,1,1,-0,-0,2,-0,HDMI CEC,-0,-0,-0,2,3.6,1.7,250,-40,105,85,,,,,,,,,,,,
STM32F051K8,Active,Active,ARM Cortex-M0,48,64,0,8,7,1,24-bit downcounter,2xWDG,RTC,10,-0,1,2,27,-0,-0,1,1,1,-0,-0,2,-0,HDMI CEC,-0,-0,-0,2,3.6,1.7,250,-40,105,85,,,,,,,,,,,,
STM32F051R4,Active,Active,ARM Cortex-M0,48,16,0,8,7,1,24-bit downcounter,2xWDG,RTC,16,-0,1,2,55,-0,-0,1,1,1,-0,-0,1,-0,HDMI CEC,-0,-0,-0,2,3.6,1.7,250,-40,85,,,,,,,,,,,,,
STM32F051R6,Active,Active,ARM Cortex-M0,48,32,0,8,7,1,24-bit downcounter,2xWDG,RTC,16,-0,1,2,55,-0,-0,1,1,1,-0,-0,2,-0,HDMI CEC,-0,-0,-0,2,3.6,1.7,250,-40,105,85,,,,,,,,,,,,
STM32F051R8,Active,Active,ARM Cortex-M0,48,64,0,8,7,1,24-bit downcounter,2xWDG,RTC,16,-0,1,2,55,-0,-0,2,2,1,-0,-0,2,-0,HDMI CEC,-0,-0,-0,2,3.6,1.7,250,-40,105,85,,,,,,,,,,,,
STM32F051T8,Active,Active,ARM Cortex-M0,48,64,0,8,7,1,24-bit downcounter,2xWDG,RTC,10,-0,1,2,29,-0,-0,1,1,1,-0,-0,2,-0,HDMI CEC,-0,-0,-0,2,3.6,1.7,250,-40,85,,,,,,,,,,,,,
STM32F058C8,Active,Active,ARM Cortex-M0,48,64,0,8,7,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,2,39,-0,-0,2,2,1,-0,-0,2,-0,HDMI CEC,-0,-0,-0,1.65,1.95,1.7,250,-40,85,,,,,,,,,,,,,
STM32F058R8,Active,Active,ARM Cortex-M0,48,64,0,8,7,1,24-bit downcounter,2xWDG,RTC,16,-0,-0,2,55,-0,-0,2,2,1,-0,-0,2,-0,HDMI CEC,-0,-0,-0,1.65,1.95,1.7,250,-40,105,85,,,,,,,,,,,,
STM32F058T8,Active,Active,ARM Cortex-M0,48,64,0,8,7,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,2,28,-0,-0,1,1,1,-0,-0,2,-0,HDMI CEC,-0,-0,-0,1.65,1.95,1.7,250,-40,85,,,,,,,,,,,,,
STM32F070C6,Active,Active,ARM Cortex-M0,48,32,0,6,5,-0,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,37,-0,-0,1,1,-0,-0,USB Device,2,-0,-0,-0,-0,-0,2.4,3.6,1.7,264,-40,85,,,,,,,,,,,,,
STM32F070CB,Active,Active,ARM Cortex-M0,48,128,0,16,8,-0,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,37,-0,-0,2,2,-0,-0,USB Device,4,-0,-0,-0,-0,-0,2.4,3.6,1.8,273,-40,85,,,,,,,,,,,,,
